"period";"scenario";"Ass";"Rule";"Rec";"INN";"OER";"Fscan";"P5th_B1plus";"P10th_B1plus";"Median_B1plus";"P90th_B1plus";"P95th_B1plus";"Mean_B1plus";"Median_lastB1plus";"IAV1_B1plus";"IAV2_B1plus";"avg_P_B1plus_Blim";"avg_P_B1plus_Blow";"once_P_B1plus_Blim";"once_P_B1plus_Blow";"max_P_B1plus_Blim";"max_P_B1plus_Blow";"years_B1plus_under_Blim";"years_get_B1plus_up_Blim";"firstyear_B1plus_Blim";"years_B1plus_under_Blow";"years_get_B1plus_up_Blow";"firstyear_B1plus_Blow";"closure";"closure_once";"years_closure";"P5th_F";"Median_F";"P95th_F";"P5th_Catch";"Median_Catch";"P95th_Catch";"Mean_Catch";"StDev_Catch";"IAV1_Catch";"IAV2_Catch"
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.2";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.2;248883.979461463;290586.398479995;431388.944942604;617617.804937784;685025.871011001;445389.827487933;428638.712046333;66052.9638606715;1.01951847560221;0.19922;0.01638;0.976;0.199;0.216;0.026;9.961;3.37903452380952;NA;0.819;0.6235;2021;0;0;0;0.141080219444853;0.198379629893943;0.244957835088656;44648.1658956119;76633.2858573963;120935.925947327;79119.1116520803;21895.2076039137;12772.1283180471;1.02323345165037
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.21";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.21;235466.556998702;278427.241357394;422313.175904837;608823.505541781;675789.98153057;435742.662863038;419180.725009936;65578.9430701407;1.01944540829641;0.22504;0.0229;0.982;0.253;0.249;0.033;11.252;3.62534761904762;NA;1.145;0.828833333333333;2021;0;0;0;0.147323130853339;0.208362055404543;0.258584497415849;44089.1176779769;78504.4842447363;124627.567682978;80900.5274346143;22894.7140655154;13250.3273910763;1.02320474331989
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.22";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.22;221023.640083406;266038.351609569;413113.598991488;599776.474140118;667257.99380016;425932.438473613;409224.015298033;65019.5983968785;1.01932229162071;0.25344;0.03172;0.995;0.311;0.276;0.046;12.672;3.92027420634921;NA;1.586;1.16483333333333;2021;0;0;0;0.153540588731285;0.218423980505964;0.27240163074372;43344.9644062862;80119.1674941459;128091.863675536;82467.7634149051;23906.9053225154;13697.6974489779;1.02312208915506
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.23";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.23;206563.052894956;252704.503548781;404185.249325179;590953.493708244;658507.260992976;415908.453826719;398852.402435996;64366.9341090012;1.01912910896648;0.2834;0.0419;0.997;0.374;0.311;0.055;14.17;4.23871706349206;NA;2.095;1.46158333333333;2021;0;0;0;0.159562477073715;0.22851136049047;0.286636325206125;42170.9061395596;81559.0559376829;131404.878411217;83810.4677244145;24928.8357752042;14111.151287644;1.02297757016232
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.24";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.24;191727.265981267;238236.283527864;394772.726632584;581863.017687411;649575.565438618;405655.258273889;389725.978995736;63621.2303190427;1.0188668892737;0.31448;0.054;0.997;0.449;0.355;0.072;15.724;4.68419588744589;NA;2.7;1.89066666666667;2021;0;0;0;0.165864547709738;0.23863130677711;0.301116083278462;40678.3783738115;82800.649181392;134543.871787073;84922.8656592399;25964.0694319872;14488.2484494414;1.02276645483393
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.25";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.25;175819.78799804;223848.056244094;385003.669477536;572747.744830504;640524.253168147;395067.590451154;377581.439847647;62764.3725872901;1.01851943670829;0.34676;0.06828;1;0.51;0.384;0.092;17.338;5.10216428571429;NA;3.414;2.2997;2021;0;0;0;0.17189533757531;0.24884812854931;0.315695064464154;38819.6081475327;83809.9810870128;137499.112634798;85779.8795103554;27000.1934580528;14822.0506643148;1.02247484003667
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.26";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.26;160598.972604099;209464.115202795;375132.484096495;564028.155297384;630554.48342412;384078.988583224;366471.675500459;61778.5688079296;1.0180644272548;0.3803;0.08442;1;0.57;0.427;0.111;19.015;5.53460119047619;NA;4.221;2.87266666666667;2021;0;0;0;0.178074480132757;0.259205522906315;0.330543486836398;36856.3788610562;84530.6732933838;140161.311192493;86363.4265371155;28027.1354278705;15102.6829570852;1.0220673961611
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.27";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.27;145474.607459725;193273.309557477;364911.638553237;554110.648426659;620796.886510948;372706.808846692;356583.555326918;60675.6909357374;1.01748474262167;0.4148;0.10436;1;0.643;0.463;0.139;20.74;6.16505714285714;NA;5.218;3.5931;2021;0;0;0;0.183907015024221;0.269431872994216;0.345862280405935;34633.2293705987;85062.9368210962;142667.591570666;86671.9042252423;29062.619596253;15334.2839074178;1.02152684009103
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.28";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.28;129892.173421567;176975.652901684;354124.360526776;545054.089219198;611388.293511637;360920.314216384;340801.141388216;59463.6357335956;1.01673892873061;0.44964;0.1266;1;0.693;0.503;0.178;22.482;6.84455357142857;NA;6.33;4.0513;2021;0;0;0;0.19018149821873;0.279839610216289;0.361839275083814;32180.780075555;85271.5345449298;144989.267810574;86694.0217572812;30113.6593978022;15517.2439304089;1.02081655419798
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.29";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.29;114259.71132164;160487.52919976;342935.074948581;535236.207551852;601926.254761096;348695.729508453;324425.246305183;58123.5596438971;1.01580860359307;0.48404;0.15222;1;0.747;0.54;0.216;24.202;7.76540277777778;NA;7.611;4.82363333333333;2021;0;0;0;0.196153089200037;0.290336234074819;0.378052393530245;29186.9635261955;85290.011682888;146993.839633795;86417.5820050339;31166.1045826965;15645.3115779435;1.01992518852879
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.3";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.3;98821.168400295;143798.81533898;330980.381191977;525853.443448161;592654.139364472;336091.105435415;305197.008426533;56657.2579484372;1.01468701217245;0.51938;0.1811;1;0.807;0.583;0.254;25.969;8.46114087301587;NA;9.055;5.70067619047619;2021;0;0;0;0.202083602433659;0.301056288689385;0.39470459118061;26134.9381498902;84961.5916669153;148869.220570097;85849.9366921281;32235.2630524661;15716.2187159328;1.01884789615059
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.31";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.31;84501.8399642781;127069.465452428;318022.420006461;516195.581343947;581945.034472927;323016.031067977;282841.993699243;55048.4005407925;1.01331035283842;0.55312;0.21262;1;0.84;0.618;0.304;27.656;9.60451507936508;NA;10.631;6.52303333333333;2021;0;0;0;0.208387183341119;0.311753348484748;0.41244144492294;23070.536912506;84103.4951591005;150449.184325099;84963.6397265249;33288.3922046464;15720.5637371744;1.01752682229355
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.32";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.32;70933.3019268896;110940.387281915;304440.89039916;506230.713371126;572240.804421906;309615.736779214;262458.051257892;53335.1469841186;1.01169003072251;0.58546;0.24854;1;0.886;0.66;0.361;29.273;10.4897287157287;NA;12.427;7.41000952380952;2021;0;0;0;0.214296053706475;0.322575521521953;0.430846015847446;20070.3559553866;82894.4448353657;151838.94910413;83787.0800228858;34342.7249947876;15669.5871336356;1.01596858466559
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.33";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.33;58564.1176958866;95123.7443571053;289634.734613391;495811.820567277;561912.469713898;295872.954757976;240912.67443339;51481.3337650227;1.00976722362907;0.61644;0.2868;1;0.917;0.697;0.414;30.822;11.8335297619048;NA;14.34;8.51078809523809;2021;0;0;0;0.220489733100689;0.333639507502292;0.450179741657615;17137.3046070956;81391.3194848858;153254.355206149;82313.2049190716;35384.6648491077;15553.3041447248;1.01411177417488
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.34";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.34;47453.214831616;80289.4018795959;273707.571455686;485964.327965938;550582.835629166;281836.779155828;216798.687417607;49536.4788391204;1.00750919878782;0.64858;0.32608;1;0.931;0.736;0.464;32.429;13.3347166666667;NA;16.304;9.6815369047619;2021;0;0;0;0.226506237556404;0.345071697910407;0.470877632750072;14377.7047268965;79230.4535328764;154075.828225411;80550.2776001577;36414.3205321149;15378.7544531853;1.01190795502735
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.35";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.35;37406.8058552337;66812.6399068021;257105.945146616;474726.903212524;541059.226393097;267607.248313664;191004.852925771;47529.9104600945;1.00484681987854;0.67978;0.36596;1;0.951;0.777;0.511;33.989;14.8396253968254;NA;18.298;11.0857523809524;2021;0;0;0;0.233159047960248;0.356885646429968;0.492190612396915;11699.4665658569;76437.0339962008;154967.650525976;78527.9239934468;37439.9408426841;15149.8481255017;1.00931048634574
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.36";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.36;28932.1715820464;54173.2159937125;238706.085857801;464254.283110262;530883.116509585;253213.454892805;161604.393524797;45438.1874480768;1.00173921032637;0.70754;0.4095;1;0.964;0.813;0.571;35.377;16.368755952381;NA;20.475;12.4562738095238;2021;0;0;0;0.239477198733159;0.368973896504678;0.514713637723336;9371.47913682848;73217.6438658545;155820.267235523;76250.2535151328;38463.9261496693;14867.6649079024;1.00629259677104
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.37";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.37;21954.5906940308;43220.3413784263;219597.998511247;454349.58355306;519971.670504532;238943.059572277;132378.417388768;43330.0985883399;0.998195801619045;0.73236;0.45154;1;0.974;0.842;0.629;36.618;17.8073095238095;NA;22.577;13.750119047619;2021;0;0;0;0.245818688505167;0.381347062486694;0.539972339534317;7341.09509832312;69421.8032000044;156336.612885417;73798.2808962384;39479.4049673746;14543.347160636;1.00284653410908
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.38";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.38;16156.3747843211;33845.3577274116;200201.009067686;443732.872629334;510286.602959796;224858.365316098;103839.386801167;41212.6112640162;0.99416269765149;0.75564;0.49186;1;0.979;0.867;0.682;37.782;19.4323043650794;NA;24.593;15.6786;2021;0;0;0;0.252438109304634;0.394521879386771;0.566873161562635;5520.79572679525;65122.2892351474;157002.93636043;71196.749829898;40480.1255154112;14181.2193837829;0.998903063561985
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.39";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.39;11428.3618657775;25722.4550461803;181828.409330571;433254.70010932;500193.577281016;211027.117429073;81406.3724404367;39115.2412336454;0.989594394452983;0.77698;0.52918;1;0.99;0.892;0.73;38.849;21.020669047619;NA;26.459;17.3820083333333;2021;0;0;0;0.259226856293267;0.408262488133648;0.596795328857033;4048.77504454269;60775.9556933566;157550.817332515;68472.068539144;41448.6782306998;13794.6419327172;0.994419460026025
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.4";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.4;7774.89553009057;18892.1608659583;163141.105320743;422739.629555166;489963.708766898;197677.532233625;60128.0833799367;37073.9032938097;0.984512041835163;0.7963;0.56632;1;0.992;0.915;0.775;39.815;22.4068226190476;NA;28.316;19.1124976190476;2021;0;0;0;0.26622247204846;0.4224495060673;0.630853659280493;2870.78062351568;56220.0762060805;157832.2584855;65701.3030228016;42395.6077489097;13396.9409681872;0.989417504937289
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.41";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.41;5078.02999258262;13544.4977035385;144607.478567428;411510.191659225;480149.571157387;184896.264263144;42903.2599519254;35082.1738730142;0.978816303233038;0.81352;0.60016;1;0.995;0.934;0.814;40.676;23.8156880952381;NA;30.008;20.993230952381;2021;0;0;0;0.273160616916595;0.437084007363323;0.668975416358216;1946.19119188106;51215.5127787805;157972.359921985;62926.4599071747;43329.2381147532;12984.7115793226;0.983802107240644
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.42";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.42;3184.21496741345;9367.83829218061;126732.15941486;400944.697858711;469986.136101405;172663.293104657;30484.2941764109;33130.7356502584;0.972492293176776;0.83004;0.63022;1;0.998;0.956;0.843;41.502;25.3944869047619;NA;31.511;22.7013833333333;2021;0;0;0;0.280421180387954;0.45252628986001;0.713129913144734;1275.00200285805;46315.5387672758;157962.600001702;60150.428161224;44200.2230268903;12560.5387262278;0.977570074912648
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.43";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.43;1894.60419241163;6197.35424117732;109940.167409505;390556.563998294;460635.979264351;161114.356765653;20035.6812209439;31268.7848949049;0.96554096173603;0.84392;0.65874;1;1;0.962;0.877;42.196;26.8607067460317;NA;32.937;24.16875;2021;0;0;0;0.288452544141824;0.469189522043042;0.764526116778555;796.460702851679;41523.2547448379;158213.35386788;57432.9513106288;45043.3016800245;12135.1015712029;0.970714797701916
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.44";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.44;1107.26171893237;3935.49451776253;94602.4967114817;381075.294198868;452817.51068457;150275.508429292;13015.2960232882;29531.7863968018;0.958008875382832;0.85722;0.68478;1;1;0.972;0.906;42.861;28.316094047619;NA;34.239;25.8450527777778;2021;0;0;0;0.296535569704499;0.487214406279921;0.827518469428149;482.763346866754;36669.8267387219;158077.87431777;54797.4520176447;45860.9160786977;11723.9388287304;0.963281769095743
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.45";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.45;645.174463762661;2457.18405472462;79897.9770258065;371687.136303783;444407.749853913;140153.718957169;7996.84352545142;27900.4006171379;0.950072347497706;0.86918;0.70766;1;1;0.978;0.931;43.459;29.6309345238095;NA;35.383;27.3538547619048;2021;0;0;0;0.304637259375879;0.505690451371346;0.89792261247631;288.902712182418;31955.3745540296;158198.882354108;52256.4803347578;46642.3017847921;11324.3290151261;0.955438706615679
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.46";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.46;372.288793586847;1532.24556770142;66875.4945504255;362392.84491011;437908.958488792;130809.935092736;5114.88792492625;26387.9134397708;0.941800299445472;0.8793;0.72916;1;1;0.983;0.951;43.965;30.8810238095238;NA;36.458;28.6657833333333;2021;0;0;0;0.313452527822033;0.525632950259969;0.972936557806553;171.845315087718;27608.0761958594;158470.885576171;49845.9853059248;47394.284839368;10944.9137160746;0.947263631327033
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.47";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.47;212.887165186907;951.23388559559;55075.0686389591;353220.836728011;430440.840432813;122288.543094659;3127.25584717141;25002.3301670833;0.933219502800529;0.88776;0.7485;1;1;0.988;0.965;44.388;31.7999952380952;NA;37.425;29.6206523809524;2021;0;0;0;0.321940347788262;0.546550198573216;1.04457838141935;101.705956047768;23560.5673570155;158589.568214343;47599.2687076411;48099.7369077619;10592.5422151311;0.938769931387519
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.48";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.48;124.795883242336;591.640613575849;44820.4002198092;344276.20349224;423308.77288503;114604.304000551;1720.17605756417;23749.7362018081;0.924483458647114;0.89534;0.76476;1;1;0.992;0.976;44.767;32.8403035714286;NA;38.238;30.8366095238095;2021;0;0;0;0.330907506774525;0.568946239772945;1.09822288624414;61.0304822332598;19829.6146153241;158955.677365859;45537.9285314498;48748.4962507741;10267.1806770517;0.930111410064474
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.49";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.49;73.9558003346666;366.076751525553;35970.9493783337;335514.23030056;417522.178379426;107686.208797223;1021.5172837186;22614.1697272582;0.915673917857572;0.90144;0.77986;1;1;0.993;0.982;45.072;33.6540928571429;NA;38.993;32.2366166666667;2021;0;0;0;0.339751171791474;0.592478789807998;1.14168563084314;37.4254324923787;16468.0036386437;159396.127828514;43650.5464909025;49338.0121696338;9969.95600858804;0.921365332134756
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.5";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.5;45.1788654415118;230.448197433527;28646.9298001436;326922.903900263;411225.714000514;101438.512838955;576.082638704929;21570.0075986103;0.906992237455053;0.90716;0.79198;1;1;0.996;0.988;45.358;34.2976095238095;NA;39.599;33.1081166666667;2021;0;0;0;0.348999441652042;0.617444126573298;1.1694737118747;23.5309783706945;13556.5315002249;159811.240004386;41918.6681038542;49855.3503215922;9695.40943785404;0.912711124547315
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0;446879.596753902;493043.542235729;657377.560289627;867077.742220461;939665.801950324;671436.708600221;669831.159555163;66756.0839194389;1.01917640986237;0.00522;0;0.177;0;0.162;0;0.261;0.26;2022;0;0;2021;0.79508;1;39.754;0;0;0;0;1e-06;1e-06;8.7584e-07;3.0547012947259e-08;4.40816326530625e-09;1
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan1.5";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";1.5;0.0592040719548179;0.242578083773984;203.328230744084;109147.421285576;235043.946189525;33782.2720070896;0.0718496820083571;10814.6964081914;0.764676743880153;0.97258;0.93808;1;1;1;1;48.629;46.2443333333333;NA;46.904;44.9493666666667;2021;0;0;0;0.912834173639891;1.19902557662225;1.40524877429825;0.0409509088926392;140.269661114718;152785.471851257;22297.0859499052;56357.2618583573;7357.03037719174;0.761854098840488
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan1";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";1;0.0952847936896192;0.400673930539655;318.832392900296;133864.353384574;267867.277562682;38370.4536084398;0.133543260125266;11416.5311468631;0.775180054894985;0.9665;0.92744;1;1;1;1;48.325;45.1378333333333;NA;46.372;43.8638333333333;2021;0;0;0;0.760318163536428;1.17058137675675;1.37971748816369;0.0651947089888621;213.988649517949;162581.694087955;23588.814634352;55222.3427819964;7444.37720131231;0.774471887335432
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan2";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";2;0.0533298750606674;0.21702243452886;184.085466506183;102951.61111513;224698.789888997;32515.4263795119;0.0616084340868008;10652.3066516296;0.762230577550448;0.97412;0.94072;1;1;1;1;48.706;46.509;NA;47.036;45.3043333333333;2021;0;0;0;0.941794556519023;1.20636151418574;1.41421879543206;0.0371413934916471;127.509386123263;151027.596813444;21936.8829367838;56754.5689654305;7314.4334416158;0.759485191068043
"all";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.02";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.02;265569.615940761;281427.632322241;346985.403927994;433066.145904998;463481.895452944;353564.91248611;344780.703697745;29583.6521989475;1.00507353191814;0.43272;1e-04;1;0.005;0.48;0.001;21.636;4.59784722222222;NA;0.005;0.005;2021;0;0;0;0.0178833572932955;0.0242365419642515;0.0322942700391489;5921.56138817668;8321.45282736722;11871.5640846614;8531.52842571754;1678.47311383551;910.704645527136;1.01435385458366
"all";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.03";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.03;256336.700065124;271783.066298406;336616.679969565;421500.976809217;450710.771638427;343148.06954059;331251.67321002;29467.59154857;1.00474475689815;0.50584;3e-04;1;0.012;0.55;0.003;25.292;5.17409527417027;NA;0.015;0.015;2021;0;0;0;0.0265565490963874;0.0364077214803091;0.0491240881281843;8556.82535611655;12055.2840744138;17237.6627472969;12374.1002494845;2450.4120320699;1350.59113789132;1.01402024021453
"all";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.04";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.04;247715.04563236;262747.492787566;327128.317900664;412419.704694414;441511.073836356;333857.052182879;322177.09249432;29682.1788398552;1.00457823862518;0.57022;0.00088;1;0.028;0.62;0.004;28.511;5.86121507936508;NA;0.044;0.0425;2021;0;0;0;0.0353289510009066;0.049027658705832;0.067122919676649;11116.7072514283;15703.495430192;22597.1495134901;16136.2856797821;3249.1462217179;1816.46443411832;1.01415325786651
"all";"ASSss3_HCR12_REClow_INNvar_OERnaq_Fscan0.05";"ASSss3";"HCR12";"REClow";"INNvar";"OERnaq";0.05;238991.238586533;253900.461321719;317937.710796253;402060.70647901;432004.458553441;324459.729669058;311835.831137021;29625.9056885368;1.00417209626659;0.63094;0.00228;1;0.074;0.689;0.009;31.547;6.83400357142857;NA;0.114;0.1045;2021;0;0;0;0.0444989795964118;0.0617790700025678;0.0854026719848758;13538.4553959158;19086.9432905424;27585.2748073941;19644.2780188041;3991.47653860038;2271.1992965865;1.01421354615296
